,author,birth,death,race_eth,education,institution,birthplace,temp,country,state,city,_merge,prestigious,prestige
181,Virginia Woolf,1882,1941,Caucasian,None,None,"London, England, UK","['London', ' England', ' UK']",United Kingdom,,London,both,False,Other
182,C. S. Forrester,1899,1962,British,None,None,"Portsmouth, Hampshire, England","['Portsmouth', ' Hampshire', ' England']",England,,Portsmouth,both,False,Other
183,Erich Maria Remarque,1898,1970,German,None,None,"Osnabrück, Lower Saxony, Germany","['Osnabrück', ' Lower Saxony', ' Germany']",Germany,,Osnabrück,both,False,Other
184,Millen Brand,1918,2008,American,Undergrad ,University of Wisconsin-Madison,"New York City, NY, USA","['New York City', ' NY', ' USA']",USA,NY,New York City,both,False,Other
185,Helen Reilly,1891,1962,White,Undergrad ,Barnard College,"New York City, NY, USA","['New York City', ' NY', ' USA']",USA,NY,New York City,both,False,Other
186,Jerome Weldman,,None,None,None,None,,,,,,both,False,Other
187,Trygve Gulbranssen,1882,1962,Norwegian,None,None,"Sørkedalen, Oslo, Norway","['Sørkedalen', ' Oslo', ' Norway']",Norway,,Sørkedalen,both,False,Other
188,Michael Foster,,None,None,None,None,,,,,,both,False,Other
189,Vaughan Wilkins,,None,None,None,None,"Bristol, England, UK","['Bristol', ' England', ' UK']",United Kingdom,,Bristol,both,False,Other
190,Clyde Brion Davis,1896,1965,American,Undergrad ,University of Michigan,"Groton, CT, USA","['Groton', ' CT', ' USA']",USA,CT,Groton,both,False,Other
191,Walter Duranty,1884,1957,White,Undergrad ,Cambridge University,"Liverpool, England","['Liverpool', ' England']",England,,Liverpool,both,False,Other
192,Frederic Prokosch,1908,1989,American,Graduate,University of Wisconsin-Madison,"La Crosse, WI, USA","['La Crosse', ' WI', ' USA']",USA,WI,La Crosse,both,False,Other
193,Leonard Q. Ross,1914,1993,Jewish,Undergrad ,University of Wisconsin-Madison,"Brooklyn, NY, USA","['Brooklyn', ' NY', ' USA']",USA,NY,Brooklyn,both,False,Other
194,Margery Sharp,1905,1991,English,None,None,"Bournemouth, Hampshire, England","['Bournemouth', ' Hampshire', ' England']",England,,Bournemouth,both,False,Other
195,Sally Salminen,1906,1975,Finnish,Undergrad ,University of Helsinki,"Kemi, Finland","['Kemi', ' Finland']",Finland,,Kemi,both,False,Other
196,Heinrich Mann,1871,1950,German,Graduate,University of Freiburg,"Lübeck, Schleswig-Holstein, Germany","['Lübeck', ' Schleswig-Holstein', ' Germany']",Germany,,Lübeck,both,False,Other
197,David Pilgrim,1944,N/A,African American,Undergrad ,Ferris State University,"Montgomery, AL, USA","['Montgomery', ' AL', ' USA']",USA,AL,Montgomery,both,False,Other
198,Cecil Roberts,,None,None,None,None,"Birmingham, England, UK","['Birmingham', ' England', ' UK']",United Kingdom,,Birmingham,both,False,Other
199,Ernest Hemingway,1899,1961,American,High School,Oak Park and River Forest High School,"Oak Park, IL, USA","['Oak Park', ' IL', ' USA']",USA,IL,Oak Park,both,False,Other
200,Stuart Cloethe,1946,N/A,American,Undergrad ,University of Washington,,,,,,both,False,Other
201,Elmer Rice,1882,1967,Caucasian,Undergrad ,University of Illinois at Urbana–Champaign,"Snyder, Nebraska, USA","['Snyder', ' Nebraska', ' USA']",USA,NE,Snyder,both,False,Other
202,Rex Warner,1905,1986,British,None,None,"Birmingham, England","['Birmingham', ' England']",England,,Birmingham,both,False,Other
203,Gunnar Gunnarsson,1888,1975,Icelandic,None,None,"Ásbyrgi, Iceland","['Ásbyrgi', ' Iceland']",Iceland,,Ásbyrgi,both,False,Other
204,Marjorie Kinnan Rawlings,1896,1953,American,Undergrad ,University of Florida,"Washington, D.C., USA","['Washington', ' D.C.', ' USA']",USA,D.C.,Washington,both,False,Other
205,Phyllis Bottome,1882,1963,British,None,None,"London, England, UK","['London', ' England', ' UK']",United Kingdom,,London,both,False,Other
206,Rose Wilder Lane,1886,1968,White,Undergrad ,Vassar College,"Clear Lake, WI, USA","['Clear Lake', ' WI', ' USA']",USA,WI,Clear Lake,both,False,Other
207,Howard Spring,1889,1965,British,None,None,"Manchester, England","['Manchester', ' England']",England,,Manchester,both,False,Other
208,Gwen Bristow,1903,1980,American,Undergrad ,University of California,"New Orleans, LA, USA","['New Orleans', ' LA', ' USA']",USA,LA,New Orleans,both,False,Other
209,Frances Parkinson Keyes,1885,1970,American,Undergrad ,Smith College,"Charleston, SC, USA","['Charleston', ' SC', ' USA']",USA,SC,Charleston,both,False,Other
210,Nevil Shute,1899,1960,British,Undergrad ,Oxford University,"Ealing, London, England","['Ealing', ' London', ' England']",England,,Ealing,both,False,Other
211,Elizabeth Goudge,1900,1984,British,None,None,"Walthamstow, London, England","['Walthamstow', ' London', ' England']",England,,Walthamstow,both,False,Other
212,Ruth McKenney,1905,1972,American,Undergrad ,University of Chicago,"Minneapolis, MN, USA","['Minneapolis', ' MN', ' USA']",USA,MN,Minneapolis,both,False,Top School
213,Laura Krey,,None,None,None,None,"Milwaukee, WI, USA","['Milwaukee', ' WI', ' USA']",USA,WI,Milwaukee,both,False,Other
214,William Blake,1757,1827,English,None,None,"London, England","['London', ' England']",England,,London,both,False,Other
215,Taylor Caldwell,1900,1985,Caucasian,Undergrad ,University of California,"Manchuria, China","['Manchuria', ' China']",China,,Manchuria,both,False,Other
216,Evan John,,N/A,None,None,None,"St. Paul, MN, USA","['St. Paul', ' MN', ' USA']",USA,MN,St. Paul,both,False,Other
217,F. Van Wyck Mason,1901,1991,American,Undergrad ,Harvard University,"Boston, MA, USA","['Boston', ' MA', ' USA']",USA,MA,Boston,both,True,Top School
218,Kressman Taylor,1897,1996,American,None,None,"Portland, OR, USA","['Portland', ' OR', ' USA']",USA,OR,Portland,both,False,Other
219,Elizabeth Page,,None,None,None,None,"Orange, NJ, USA","['Orange', ' NJ', ' USA']",USA,NJ,Orange,both,False,Other
220,Bruce Lancaster,1895,1996,American,Undergrad ,University of Maryland,"Troy, NY, USA","['Troy', ' NY', ' USA']",USA,NY,Troy,both,False,Other
221,C. S. Forester,1899,1966,British,None,None,"Cairo, Egypt","['Cairo', ' Egypt']",Egypt,,Cairo,both,False,Other
222,John Jennings,1970,N/A,African American,Graduate,University of Wisconsin-Madison,,,,,,both,False,Other
223,Angela Thirkell,1890,1961,British,None,None,"Beverley, East Riding of Yorkshire, England","['Beverley', ' East Riding of Yorkshire', ' England']",England,,Beverley,both,False,Other
224,Rumer Godden,1907,1998,British,Undergrad ,University of London,"Dhanbhum, India","['Dhanbhum', ' India']",India,,Dhanbhum,both,False,Other
225,Pietro di Donato,1911,1992,Italian-American,None,None,"Hoboken, NJ, USA","['Hoboken', ' NJ', ' USA']",USA,NJ,Hoboken,both,False,Other
226,Vardis Fisher,1895,1968,American,Undergrad ,University of Idaho,"Annis, ID, USA","['Annis', ' ID', ' USA']",USA,ID,Annis,both,False,Other
227,Ethel Vance,1883,1975,White,Undergrad ,University of California,"Dawson, British Columbia, Canada","['Dawson', ' British Columbia', ' Canada']",Canada,,Dawson,both,False,Other
228,Francis Hackett,1883,1963,Irish,Undergrad ,Trinity College Dublin,"Cork, Ireland","['Cork', ' Ireland']",Ireland,,Cork,both,False,Other
229,W. Somerset Maugham,1874,1965,English,None,None,"Paris, France","['Paris', ' France']",France,,Paris,both,False,Other
230,Sholem Asch,1880,1957,Jewish,None,None,"Kutno, Poland","['Kutno', ' Poland']",Poland,,Kutno,both,False,Other
231,Christopher Morley,1890,1957,American,Undergrad ,Haverford College,"Haverford, PA, USA","['Haverford', ' PA', ' USA']",USA,PA,Haverford,both,False,Other
232,Lin Yutang,1895,1976,Chinese,Graduate,University of Berlin,"Bansheng, Fujian, China","['Bansheng', ' Fujian', ' China']",China,,Bansheng,both,False,Other
233,Robert Henriques,1908,2002,British,Undergrad ,London School of Economics,"London, England, UK","['London', ' England', ' UK']",United Kingdom,,London,both,False,Other
234,Richard Llewellyn,1906,1983,Welsh,None,None,"Merthyr Tydfil, Wales, UK","['Merthyr Tydfil', ' Wales', ' UK']",United Kingdom,,Merthyr Tydfil,both,False,Other
235,Zsolt de Harsanyi,1891,1973,Hungarian,None,None,"Budapest, Hungary","['Budapest', ' Hungary']",Hungary,,Budapest,both,False,Other
236,Richard Wright,1908,1960,African American,Undergrad ,None,"Bucksville, Mississippi, USA","['Bucksville', ' Mississippi', ' USA']",USA,MS,Bucksville,both,False,Other
237,Susan Glaspell,1876,1948,White,Undergrad ,Drake University,"Davenport, IA, USA","['Davenport', ' IA', ' USA']",USA,IA,Davenport,both,False,Other
238,Elizabeth von Arnim,1866,1941,German,None,None,"Kiel, Schleswig-Holstein, Germany","['Kiel', ' Schleswig-Holstein', ' Germany']",Germany,,Kiel,both,False,Other
239,Henry Bellamann,1882,1961,American,Undergrad ,University of Missouri,"Boonville, MO, USA","['Boonville', ' MO', ' USA']",USA,MO,Boonville,both,False,Other
240,F. van Wyck Mason,1901,1991,American,Undergrad ,Harvard University,"Boston, MA, USA","['Boston', ' MA', ' USA']",USA,MA,Boston,both,True,Top School
241,Evelyn Eaton,1909,1994,White,Undergrad ,University of California,"San Diego, CA, USA","['San Diego', ' CA', ' USA']",USA,CA,San Diego,both,False,Other
242,Upton Sinclair,1878,1968,American,Undergrad ,University of California,"Baltimore, MD, USA","['Baltimore', ' MD', ' USA']",USA,MD,Baltimore,both,False,Other
243,Jan Struther,1901,1953,British,None,None,"London, England, UK","['London', ' England', ' UK']",United Kingdom,,London,both,False,Other
244,Lella Warren,1880,1960,American,Undergrad ,University of Michigan,"Sewickley, PA, USA","['Sewickley', ' PA', ' USA']",USA,PA,Sewickley,both,False,Other
245,Nina Fedorova,,N/A,Russian,None,None,"Moscow, Russia","['Moscow', ' Russia']",Russia,,Moscow,both,False,Other
246,Marcus Goodrich,1897,1991,American,Undergrad ,University of Southern California,"Los Angeles, CA, USA","['Los Angeles', ' CA', ' USA']",USA,CA,Los Angeles,both,False,Other
247,Maurice Hindus,1888,1961,Russian,Undergrad ,University of Michigan,"Kostroma, Russia","['Kostroma', ' Russia']",Russia,,Kostroma,both,False,Other
248,J. P. Marquand,1893,1960,American,None,None,"Saratoga Springs, NY, USA","['Saratoga Springs', ' NY', ' USA']",USA,NY,Saratoga Springs,both,False,Other
249,Michael Sadleir,1888,1957,British,None,None,"Birmingham, England","['Birmingham', ' England']",England,,Birmingham,both,False,Other
250,Eric Knight,1895,1943,White,Undergrad ,Pennsylvania State University,"Inglewood, CA, USA","['Inglewood', ' CA', ' USA']",USA,CA,Inglewood,both,False,Other
251,Frank Hough,1887,1973,White,Undergrad ,None,"Martinsburg, WV, USA","['Martinsburg', ' WV', ' USA']",USA,WV,Martinsburg,both,False,Other
252,Maritta Wolf,1943,N/A,American,Graduate,Stanford University,"Berlin, Germany","['Berlin', ' Germany']",Germany,,Berlin,both,False,Top School
253,Commander Edward Ellisberg,1898,1944,Jewish,None,None,"Los Angeles, CA, USA","['Los Angeles', ' CA', ' USA']",USA,CA,Los Angeles,both,False,Other
254,Allis McKay,1981,N/A,None,Undergrad ,University of Delaware,,,,,,both,False,Other
255,Budd Schulberg,1914,2009,American,Undergrad ,Columbia University,"New York City, NY, USA","['New York City', ' NY', ' USA']",USA,NY,New York City,both,True,Top School
256,Helen McInnes,1912,1985,Scottish,Undergrad ,University of Glasgow,"Glasgow, Scotland","['Glasgow', ' Scotland']",Scotland,,Glasgow,both,False,Other
257,Marguerite Steen,1900,1990,White,Undergrad ,University of Edinburgh,"Lichfield, Staffordshire, England","['Lichfield', ' Staffordshire', ' England']",England,,Lichfield,both,False,Other
258,Isabel Rorick,1992,N/A,None,Undergrad ,University of California,"Skowhegan, ME, USA","['Skowhegan', ' ME', ' USA']",USA,ME,Skowhegan,both,False,Other
259,Judith Kelly,,None,None,None,None,,,,,,both,False,Other
260,Mary O'Hara,1885,1980,Irish,None,None,"Nashville, TN, USA","['Nashville', ' TN', ' USA']",USA,TN,Nashville,both,False,Other
261,Mildred Jordan,1911,2003,African American,Undergrad ,University of Michigan,"Union City, NJ, USA","['Union City', ' NJ', ' USA']",USA,NJ,Union City,both,False,Other
262,Ben Ames Williams,1889,1953,American,None,None,"Jersey City, NJ, USA","['Jersey City', ' NJ', ' USA']",USA,NJ,Jersey City,both,False,Other
263,Gyspy Rose Lee,1911,1970,American (of Russian Jewish descent),None,None,"Seattle, WA, USA","['Seattle', ' WA', ' USA']",USA,WA,Seattle,both,False,Other
264,Arthur Meeker,1884,1953,American,Undergrad ,University of Chicago,"Peoria, IL, USA","['Peoria', ' IL', ' USA']",USA,IL,Peoria,both,False,Top School
265,Daphne du Maurier,1907,1989,English,None,None,"Londres, Inglaterra, Reino Unido","['Londres', ' Inglaterra', ' Reino Unido']",United Kingdom,,Londres,both,False,Other
266,Struthers Burt,1881,1946,American,None,University of Chicago,"Big Horn, WY, USA","['Big Horn', ' WY', ' USA']",USA,WY,Big Horn,both,False,Top School
267,Bradda Field,1971,N/A,American,Undergrad ,Temple University,,,,,,both,False,Other
268,Austin Wright,1941,2019,American,Graduate,University of California,,,,,,both,False,Other
269,Granville Hicks,1901,1981,White,Graduate,Columbia University,"Cairo, NY, USA","['Cairo', ' NY', ' USA']",USA,NY,Cairo,both,True,Top School
270,Elliott Arnold,1912,1990,American,Undergrad ,University of California,"New York City, NY, USA","['New York City', ' NY', ' USA']",USA,NY,New York City,both,False,Other
271,Helen MacInnes,1907,1986,Scottish,Undergrad ,University of Glasgow,"Glasgow, Scotland","['Glasgow', ' Scotland']",Scotland,,Glasgow,both,False,Other
272,Elizabeth Chevalier,,None,English,None,None,"Château de Saint-Cosme, France","['Château de Saint-Cosme', ' France']",France,,Château de Saint-Cosme,both,False,Other
273,Dorothy Macardle,1889,1958,Irish,Undergrad ,University College Dublin,"Dublin, Ireland","['Dublin', ' Ireland']",Ireland,,Dublin,both,False,Other
274,Philip Van Doren Stern,1900,1984,American,Undergrad ,University of Pennsylvania,"Philadelphia, PA, USA","['Philadelphia', ' PA', ' USA']",USA,PA,Philadelphia,both,True,Top School
275,James Aldridge,1918,2015,Australian,Undergrad ,University of Melbourne,"Melbourne, Victoria, Australia","['Melbourne', ' Victoria', ' Australia']",Australia,,Melbourne,both,False,Other
276,Anna Seghers,1900,1983,German,Graduate,University of Heidelberg,"Mainz, Rhineland-Palatinate, Germany","['Mainz', ' Rhineland-Palatinate', ' Germany']",Germany,,Mainz,both,False,Other
277,Nancy Hale,1908,2003,American,Undergrad ,Radcliffe College,"Westwood, MA, USA","['Westwood', ' MA', ' USA']",USA,MA,Westwood,both,False,Other
278,Stefan Heym,1913,2001,German,Undergrad ,University of Frankfurt,"Chemnitz, Germany","['Chemnitz', ' Germany']",Germany,,Chemnitz,both,False,Other
279,Legrand Cannon,1846,1915,None,None,None,"Baltimore, MD, USA","['Baltimore', ' MD', ' USA']",USA,MD,Baltimore,both,False,Other
280,Stuart Cloete,1878,1976,South African,None,None,"Johannesburg, Gauteng, South Africa","['Johannesburg', ' Gauteng', ' South Africa']",South Africa,,Johannesburg,both,False,Other
281,Margaret Carpenter,,None,None,None,None,"St. Louis, MO, USA","['St. Louis', ' MO', ' USA']",USA,MO,St. Louis,both,False,Other
282,Howard Fast,1914,2003,Jewish,Undergrad ,City College of New York,"New York City, NY, USA","['New York City', ' NY', ' USA']",USA,NY,New York City,both,False,Other
283,Xavier Herbert,1901,1984,Australian,None,None,"Townsville, Queensland, Australia","['Townsville', ' Queensland', ' Australia']",Australia,,Townsville,both,False,Other
284,Ngaio Marsh,1895,1982,New Zealand European,Undergrad ,University of Canterbury,"Christchurch, Canterbury, New Zealand","['Christchurch', ' Canterbury', ' New Zealand']",New Zealand,,Christchurch,both,False,Other
285,Albert E. Idell,1913,1997,Caucasian,Graduate,University of Pennsylvania,"New York City, NY, USA","['New York City', ' NY', ' USA']",USA,NY,New York City,both,True,Top School
286,Vincent McHugh,1900,1959,American,Undergrad ,University of Pennsylvania,"Brooklyn, NY, USA","['Brooklyn', ' NY', ' USA']",USA,NY,Brooklyn,both,True,Top School
287,Betty Smith,1896,1972,White,Undergrad ,University of Michigan,"Bensonhurst, Brooklyn, NY, USA","['Bensonhurst', ' Brooklyn', ' NY', ' USA']",USA,NY,Bensonhurst,both,False,Other
288,Elizabeth Janeway,1905,2005,American,Undergrad ,Vassar College,"Birmingham, AL, USA","['Birmingham', ' AL', ' USA']",USA,AL,Birmingham,both,False,Other
289,Ilka Chase,1900,1978,American,Undergrad ,Barnard College,"New York City, NY, USA","['New York City', ' NY', ' USA']",USA,NY,New York City,both,False,Other
290,Martha Gellhorn,1908,1998,American,Undergrad ,Barnard College,"St. Louis, MO, USA","['St. Louis', ' MO', ' USA']",USA,MO,St. Louis,both,False,Other
291,Charles Jackson,1903,1968,American,Undergrad ,University of Wisconsin-Madison,"Nashua, NH, USA","['Nashua', ' NH', ' USA']",USA,NH,Nashua,both,False,Other
292,John Hersey,1914,1993,White,Undergrad ,Harvard University,"Tsingtao, Shandong, China","['Tsingtao', ' Shandong', ' China']",China,,Tsingtao,both,True,Top School
293,Lillian Smith,1897,1966,White,Undergrad ,Georgia State College for Women,"Clayton, AL, USA","['Clayton', ' AL', ' USA']",USA,AL,Clayton,both,False,Other
294,Anne Morrow Lindbergh,1906,2001,White,Undergrad ,Smith College,"Englewood, NJ, USA","['Englewood', ' NJ', ' USA']",USA,NJ,Englewood,both,False,Other
295,Joseph S. Pennell,1860,1926,American,None,None,"Philadelphia, PA, USA","['Philadelphia', ' PA', ' USA']",USA,PA,Philadelphia,both,False,Other
296,Kathleen Winsor,1919,2003,American,Undergrad ,University of California,"Minneapolis, MN, USA","['Minneapolis', ' MN', ' USA']",USA,MN,Minneapolis,both,False,Other
297,Gwenthalyn Graham,,None,None,None,None,,,,,,both,False,Other
298,Samuel Shellaburger,,None,None,None,None,"Macon, GA, USA","['Macon', ' GA', ' USA']",USA,GA,Macon,both,False,Other
299,Glenway Wescott,1901,1987,American,Graduate,Harvard University,"Delavan, WI, USA","['Delavan', ' WI', ' USA']",USA,WI,Delavan,both,True,Top School
